x1,x2,x3
0.0,5.02,5.94
0.0,1.0,18.0
0.0,8.0,11.0
0.04,10.22,3.2
0.0,1.0,18.0
0.0,8.0,11.0
0.0,1.0,18.0
0.0,14.0,5.0
1.66,3.36,2.18
0.0,1.0,18.0
0.0,6.14,8.36
0.0,8.0,11.0
0.18,7.72,10.58
0.0,8.0,11.0
1.28,8.0,11.0
0.0,1.0,18.0
0.8,14.0,5.0
0.0,5.16,6.82
0.0,1.0,18.0
0.08,8.48,2.88
0.0,1.0,18.0
0.0,8.0,11.0
0.0,8.0,11.0
0.0,1.0,18.0
1.14,7.44,2.76
0.0,1.0,18.0
0.36,5.32,7.22
0.0,0.68,12.24
0.1,8.0,11.0
0.0,0.86,15.48
0.0,8.0,11.0
0.0,6.44,8.14
0.0,0.64,11.16
0.1,8.0,11.0
0.0,14.0,5.0
0.0,1.0,18.0
0.68,4.6,1.72
0.0,0.96,17.28
0.38,7.84,10.78
0.0,0.74,13.32
0.24,2.96,3.66
0.0,0.74,13.32
0.0,0.94,16.92
0.0,14.0,5.0
0.0,1.02,1.32
0.0,0.44,7.92
0.0,8.0,11.0
0.0,14.0,5.0
0.22,3.56,4.08
0.0,1.0,18.0
0.0,3.36,4.62
0.0,1.0,18.0
0.0,2.66,0.8
0.0,6.24,8.14
0.0,1.0,18.0
1.48,7.88,10.82
0.0,0.4,7.2
1.24,14.0,5.0
0.0,0.96,17.28
0.88,9.88,3.8
0.0,0.9,15.84
0.36,6.34,8.22
0.0,14.0,5.0
0.0,1.0,18.0
0.0,7.68,10.56
0.0,4.2,1.5
0.52,14.0,5.0
0.0,10.58,3.6
0.0,10.92,3.9
2.86,7.7,3.98
0.0,14.0,5.0
0.0,0.62,11.16
0.0,5.7,7.48
0.06,2.58,3.36
0.0,0.8,14.4
0.0,7.72,2.5
0.0,0.94,16.92
0.0,0.98,17.64
0.0,8.42,3.0
3.58,13.32,5.12
2.7,13.78,4.9
0.0,13.26,4.7
1.76,6.64,3.24
0.0,0.46,8.28
0.02,6.56,8.8
2.2,9.58,4.14
0.04,3.08,2.24
0.0,1.0,18.0
0.0,11.76,4.2
2.42,13.56,4.94
0.0,8.0,11.0
0.06,3.78,3.14
0.0,13.16,4.7
0.0,0.84,13.32
0.0,3.3,3.08
0.0,0.98,17.64
0.0,10.8,3.8
0.58,6.14,8.26
0.0,7.56,2.7
0.0,11.06,3.9
0.0,8.0,11.0
0.0,8.0,11.0
0.0,0.3,3.96
0.0,7.64,10.34
3.8,14.0,5.0
0.0,0.92,16.56
4.72,14.0,5.0
0.0,12.1,4.3
2.62,13.32,4.86
0.0,1.0,18.0
0.0,8.0,11.0
0.0,1.0,18.0
0.0,0.98,17.64
0.0,6.18,8.36
2.3,7.64,3.62
0.0,0.14,2.52
0.0,1.0,18.0
0.0,7.56,2.7
0.0,7.22,9.68
0.04,3.74,1.22
0.02,13.48,4.8
0.0,0.9,16.2
0.0,0.68,12.24
0.0,0.82,14.76
0.0,0.96,17.28
0.0,0.94,16.92
0.0,3.68,5.06
0.0,1.0,18.0
4.8,13.36,4.94
0.0,12.4,4.4
0.0,1.0,18.0
0.0,1.0,18.0
0.0,4.8,6.6
3.68,14.0,5.0
0.46,8.0,11.0
0.0,14.0,5.0
0.0,1.0,18.0
0.0,4.44,3.74
0.0,14.0,5.0
0.0,7.2,9.9
1.04,7.8,3.12
0.0,3.22,4.4
0.42,8.56,3.14
1.12,4.7,2.26
0.0,2.24,2.86
0.0,5.44,7.48
0.0,4.64,6.38
0.0,1.0,18.0
0.0,0.86,15.48
0.0,11.04,3.8
0.0,1.0,18.0
0.02,8.0,11.0
0.26,7.92,10.78
0.0,5.6,7.7
0.06,5.3,1.84
0.0,1.0,18.0
0.0,0.44,7.56
0.0,7.84,10.78
0.22,13.44,4.8
0.0,1.0,18.0
0.0,8.0,11.0
0.04,6.62,8.82
0.4,7.1,2.66
1.02,3.8,1.64
0.3,6.14,8.34
0.0,5.62,7.7
1.42,3.72,5.02
0.5,5.42,7.22
0.84,11.32,4.1
0.08,14.0,5.0
0.0,0.98,17.64
0.04,3.36,3.78
0.18,4.98,5.34
0.0,0.68,12.24
0.0,1.0,18.0
0.06,2.54,2.68
0.0,1.0,18.0
0.08,14.0,5.0
